species1,species2,Trait Difference,Trait CI1,Trait CI2
Mico_argentatus,Saguinus_oedipus,0.075,[0.00-0.09],[0.04-0.12]
Microcebus_murinus,Saguinus_oedipus,0.171,[0.14-0.36],[0.04-0.12]
Nycticebus_coucang,Saguinus_oedipus,0.009,[0.01-0.22],[0.04-0.12]
Nycticebus_pygmaeus,Saguinus_oedipus,0.15,[0.12-0.35],[0.04-0.12]
Pan_troglodytes,Saguinus_oedipus,0.064,[0.00-0.04],[0.04-0.12]
Papio_hamadryas,Saguinus_oedipus,0.065,[0.00-0.04],[0.04-0.12]
Propithecus_coquereli,Saguinus_oedipus,0.005,[0.01-0.21],[0.04-0.12]
Saguinus_bicolor,Saguinus_oedipus,0.035,[0.00-0.15],[0.04-0.12]
Saguinus_imperator,Saguinus_oedipus,0.075,[0.00-0.05],[0.04-0.12]
Saguinus_midas,Saguinus_oedipus,0.075,[0.00-0.08],[0.04-0.12]
Saguinus_oedipus,Saguinus_oedipus,0,[0.04-0.12],[0.04-0.12]
Saimiri_sciureus,Saguinus_oedipus,0.023,[0.02-0.10],[0.04-0.12]
Sapajus_apella,Saguinus_oedipus,0.075,[0.00-0.07],[0.04-0.12]
Theropithecus_gelada,Saguinus_oedipus,0.055,[0.00-0.07],[0.04-0.12]
Trachypithecus_auratus,Saguinus_oedipus,0.038,[0.00-0.14],[0.04-0.12]
Trachypithecus_cristatus,Saguinus_oedipus,0.075,[0.00-0.07],[0.04-0.12]
Trachypithecus_francoisi,Saguinus_oedipus,0.025,[0.02-0.22],[0.04-0.12]
Varecia_rubra,Saguinus_oedipus,0.061,[0.06-0.23],[0.04-0.12]
Varecia_variegata,Saguinus_oedipus,0.096,[0.09-0.26],[0.04-0.12]
Alouatta_caraya,Saimiri_sciureus,0.02,[0.00-0.12],[0.02-0.10]
Ateles_geoffroyi,Saimiri_sciureus,0.134,[0.08-0.31],[0.02-0.10]
Callimico_goeldii,Saimiri_sciureus,0.05,[0.04-0.18],[0.02-0.10]
Callithrix_geoffroyi,Saimiri_sciureus,0.019,[0.00-0.12],[0.02-0.10]
Callithrix_jacchus,Saimiri_sciureus,0.027,[0.00-0.09],[0.02-0.10]
Cebuella_pygmaea,Saimiri_sciureus,0.003,[0.00-0.13],[0.02-0.10]
Cercopithecus_neglectus,Saimiri_sciureus,0.016,[0.00-0.13],[0.02-0.10]
Colobus_guereza,Saimiri_sciureus,0.01,[0.01-0.09],[0.02-0.10]
Eulemur_macaco,Saimiri_sciureus,0.148,[0.08-0.35],[0.02-0.10]
Galago_moholi,Saimiri_sciureus,0.011,[0.01-0.16],[0.02-0.10]
Galago_senegalensis,Saimiri_sciureus,0.037,[0.00-0.06],[0.02-0.10]
Gorilla_gorilla,Saimiri_sciureus,0.022,[0.00-0.08],[0.02-0.10]
Hylobates_lar,Saimiri_sciureus,0.107,[0.07-0.28],[0.02-0.10]
Lemur_catta,Saimiri_sciureus,0.079,[0.09-0.18],[0.02-0.10]
Leontopithecus_chrysomelas,Saimiri_sciureus,0.066,[0.04-0.22],[0.02-0.10]
Leontopithecus_rosalia,Saimiri_sciureus,0.004,[0.02-0.11],[0.02-0.10]
Macaca_fascicularis,Saimiri_sciureus,0.052,[0.00-0.05],[0.02-0.10]
Macaca_fuscata,Saimiri_sciureus,0.028,[0.00-0.09],[0.02-0.10]
Macaca_nigra,Saimiri_sciureus,0.024,[0.00-0.10],[0.02-0.10]
Macaca_silenus,Saimiri_sciureus,0.022,[0.00-0.08],[0.02-0.10]
Mandrillus_sphinx,Saimiri_sciureus,0.007,[0.00-0.12],[0.02-0.10]
Mico_argentatus,Saimiri_sciureus,0.052,[0.00-0.09],[0.02-0.10]
Microcebus_murinus,Saimiri_sciureus,0.194,[0.14-0.36],[0.02-0.10]
Nycticebus_coucang,Saimiri_sciureus,0.032,[0.01-0.22],[0.02-0.10]
Nycticebus_pygmaeus,Saimiri_sciureus,0.173,[0.12-0.35],[0.02-0.10]
Pan_troglodytes,Saimiri_sciureus,0.041,[0.00-0.04],[0.02-0.10]
Papio_hamadryas,Saimiri_sciureus,0.042,[0.00-0.04],[0.02-0.10]
Propithecus_coquereli,Saimiri_sciureus,0.028,[0.01-0.21],[0.02-0.10]
Saguinus_bicolor,Saimiri_sciureus,0.012,[0.00-0.15],[0.02-0.10]
Saguinus_imperator,Saimiri_sciureus,0.052,[0.00-0.05],[0.02-0.10]
Saguinus_midas,Saimiri_sciureus,0.052,[0.00-0.08],[0.02-0.10]
Saguinus_oedipus,Saimiri_sciureus,0.023,[0.04-0.12],[0.02-0.10]
Saimiri_sciureus,Saimiri_sciureus,0,[0.02-0.10],[0.02-0.10]
Sapajus_apella,Saimiri_sciureus,0.052,[0.00-0.07],[0.02-0.10]
Theropithecus_gelada,Saimiri_sciureus,0.032,[0.00-0.07],[0.02-0.10]
Trachypithecus_auratus,Saimiri_sciureus,0.015,[0.00-0.14],[0.02-0.10]
Trachypithecus_cristatus,Saimiri_sciureus,0.052,[0.00-0.07],[0.02-0.10]
Trachypithecus_francoisi,Saimiri_sciureus,0.048,[0.02-0.22],[0.02-0.10]
Varecia_rubra,Saimiri_sciureus,0.084,[0.06-0.23],[0.02-0.10]
Varecia_variegata,Saimiri_sciureus,0.119,[0.09-0.26],[0.02-0.10]
Alouatta_caraya,Sapajus_apella,0.031,[0.00-0.12],[0.00-0.07]
Ateles_geoffroyi,Sapajus_apella,0.186,[0.08-0.31],[0.00-0.07]
Callimico_goeldii,Sapajus_apella,0.101,[0.04-0.18],[0.00-0.07]
Callithrix_geoffroyi,Sapajus_apella,0.032,[0.00-0.12],[0.00-0.07]
Callithrix_jacchus,Sapajus_apella,0.024,[0.00-0.09],[0.00-0.07]
Cebuella_pygmaea,Sapajus_apella,0.049,[0.00-0.13],[0.00-0.07]
Cercopithecus_neglectus,Sapajus_apella,0.036,[0.00-0.13],[0.00-0.07]
Colobus_guereza,Sapajus_apella,0.041,[0.01-0.09],[0.00-0.07]
Eulemur_macaco,Sapajus_apella,0.2,[0.08-0.35],[0.00-0.07]
Galago_moholi,Sapajus_apella,0.062,[0.01-0.16],[0.00-0.07]
Galago_senegalensis,Sapajus_apella,0.015,[0.00-0.06],[0.00-0.07]
Gorilla_gorilla,Sapajus_apella,0.03,[0.00-0.08],[0.00-0.07]
Hylobates_lar,Sapajus_apella,0.159,[0.07-0.28],[0.00-0.07]
Lemur_catta,Sapajus_apella,0.131,[0.09-0.18],[0.00-0.07]
Leontopithecus_chrysomelas,Sapajus_apella,0.118,[0.04-0.22],[0.00-0.07]
Leontopithecus_rosalia,Sapajus_apella,0.056,[0.02-0.11],[0.00-0.07]
Macaca_fascicularis,Sapajus_apella,0,[0.00-0.05],[0.00-0.07]
Macaca_fuscata,Sapajus_apella,0.023,[0.00-0.09],[0.00-0.07]
Macaca_nigra,Sapajus_apella,0.028,[0.00-0.10],[0.00-0.07]
Macaca_silenus,Sapajus_apella,0.029,[0.00-0.08],[0.00-0.07]
Mandrillus_sphinx,Sapajus_apella,0.044,[0.00-0.12],[0.00-0.07]
Mico_argentatus,Sapajus_apella,0,[0.00-0.09],[0.00-0.07]
Microcebus_murinus,Sapajus_apella,0.246,[0.14-0.36],[0.00-0.07]
Nycticebus_coucang,Sapajus_apella,0.083,[0.01-0.22],[0.00-0.07]
Nycticebus_pygmaeus,Sapajus_apella,0.224,[0.12-0.35],[0.00-0.07]
Pan_troglodytes,Sapajus_apella,0.011,[0.00-0.04],[0.00-0.07]
Papio_hamadryas,Sapajus_apella,0.01,[0.00-0.04],[0.00-0.07]
Propithecus_coquereli,Sapajus_apella,0.08,[0.01-0.21],[0.00-0.07]
Saguinus_bicolor,Sapajus_apella,0.04,[0.00-0.15],[0.00-0.07]
Saguinus_imperator,Sapajus_apella,0,[0.00-0.05],[0.00-0.07]
Saguinus_midas,Sapajus_apella,0,[0.00-0.08],[0.00-0.07]
Saguinus_oedipus,Sapajus_apella,0.075,[0.04-0.12],[0.00-0.07]
Saimiri_sciureus,Sapajus_apella,0.052,[0.02-0.10],[0.00-0.07]
Sapajus_apella,Sapajus_apella,0,[0.00-0.07],[0.00-0.07]
Theropithecus_gelada,Sapajus_apella,0.019,[0.00-0.07],[0.00-0.07]
Trachypithecus_auratus,Sapajus_apella,0.037,[0.00-0.14],[0.00-0.07]
Trachypithecus_cristatus,Sapajus_apella,0,[0.00-0.07],[0.00-0.07]
Trachypithecus_francoisi,Sapajus_apella,0.1,[0.02-0.22],[0.00-0.07]
Varecia_rubra,Sapajus_apella,0.136,[0.06-0.23],[0.00-0.07]
Varecia_variegata,Sapajus_apella,0.171,[0.09-0.26],[0.00-0.07]
Alouatta_caraya,Theropithecus_gelada,0.012,[0.00-0.12],[0.00-0.07]
Ateles_geoffroyi,Theropithecus_gelada,0.167,[0.08-0.31],[0.00-0.07]
Callimico_goeldii,Theropithecus_gelada,0.082,[0.04-0.18],[0.00-0.07]
Callithrix_geoffroyi,Theropithecus_gelada,0.013,[0.00-0.12],[0.00-0.07]
Callithrix_jacchus,Theropithecus_gelada,0.005,[0.00-0.09],[0.00-0.07]
Cebuella_pygmaea,Theropithecus_gelada,0.03,[0.00-0.13],[0.00-0.07]
Cercopithecus_neglectus,Theropithecus_gelada,0.016,[0.00-0.13],[0.00-0.07]
Colobus_guereza,Theropithecus_gelada,0.022,[0.01-0.09],[0.00-0.07]
Eulemur_macaco,Theropithecus_gelada,0.181,[0.08-0.35],[0.00-0.07]
Galago_moholi,Theropithecus_gelada,0.043,[0.01-0.16],[0.00-0.07]
Galago_senegalensis,Theropithecus_gelada,0.004,[0.00-0.06],[0.00-0.07]
Gorilla_gorilla,Theropithecus_gelada,0.011,[0.00-0.08],[0.00-0.07]
Hylobates_lar,Theropithecus_gelada,0.14,[0.07-0.28],[0.00-0.07]
Lemur_catta,Theropithecus_gelada,0.112,[0.09-0.18],[0.00-0.07]
Leontopithecus_chrysomelas,Theropithecus_gelada,0.098,[0.04-0.22],[0.00-0.07]
Leontopithecus_rosalia,Theropithecus_gelada,0.036,[0.02-0.11],[0.00-0.07]
Macaca_fascicularis,Theropithecus_gelada,0.019,[0.00-0.05],[0.00-0.07]
Macaca_fuscata,Theropithecus_gelada,0.004,[0.00-0.09],[0.00-0.07]
Macaca_nigra,Theropithecus_gelada,0.009,[0.00-0.10],[0.00-0.07]
Macaca_silenus,Theropithecus_gelada,0.01,[0.00-0.08],[0.00-0.07]
Mandrillus_sphinx,Theropithecus_gelada,0.025,[0.00-0.12],[0.00-0.07]
Mico_argentatus,Theropithecus_gelada,0.019,[0.00-0.09],[0.00-0.07]
Microcebus_murinus,Theropithecus_gelada,0.226,[0.14-0.36],[0.00-0.07]
Nycticebus_coucang,Theropithecus_gelada,0.064,[0.01-0.22],[0.00-0.07]
Nycticebus_pygmaeus,Theropithecus_gelada,0.205,[0.12-0.35],[0.00-0.07]
Pan_troglodytes,Theropithecus_gelada,0.009,[0.00-0.04],[0.00-0.07]
Papio_hamadryas,Theropithecus_gelada,0.01,[0.00-0.04],[0.00-0.07]
Propithecus_coquereli,Theropithecus_gelada,0.061,[0.01-0.21],[0.00-0.07]
Saguinus_bicolor,Theropithecus_gelada,0.021,[0.00-0.15],[0.00-0.07]
Saguinus_imperator,Theropithecus_gelada,0.019,[0.00-0.05],[0.00-0.07]
Saguinus_midas,Theropithecus_gelada,0.019,[0.00-0.08],[0.00-0.07]
Saguinus_oedipus,Theropithecus_gelada,0.055,[0.04-0.12],[0.00-0.07]
Saimiri_sciureus,Theropithecus_gelada,0.032,[0.02-0.10],[0.00-0.07]
Sapajus_apella,Theropithecus_gelada,0.019,[0.00-0.07],[0.00-0.07]
Theropithecus_gelada,Theropithecus_gelada,0,[0.00-0.07],[0.00-0.07]
Trachypithecus_auratus,Theropithecus_gelada,0.018,[0.00-0.14],[0.00-0.07]
Trachypithecus_cristatus,Theropithecus_gelada,0.019,[0.00-0.07],[0.00-0.07]
Trachypithecus_francoisi,Theropithecus_gelada,0.081,[0.02-0.22],[0.00-0.07]
Varecia_rubra,Theropithecus_gelada,0.116,[0.06-0.23],[0.00-0.07]
Varecia_variegata,Theropithecus_gelada,0.152,[0.09-0.26],[0.00-0.07]
Alouatta_caraya,Trachypithecus_auratus,0.006,[0.00-0.12],[0.00-0.14]
Ateles_geoffroyi,Trachypithecus_auratus,0.149,[0.08-0.31],[0.00-0.14]
Callimico_goeldii,Trachypithecus_auratus,0.064,[0.04-0.18],[0.00-0.14]
Callithrix_geoffroyi,Trachypithecus_auratus,0.005,[0.00-0.12],[0.00-0.14]
Callithrix_jacchus,Trachypithecus_auratus,0.013,[0.00-0.09],[0.00-0.14]
Cebuella_pygmaea,Trachypithecus_auratus,0.012,[0.00-0.13],[0.00-0.14]
Cercopithecus_neglectus,Trachypithecus_auratus,0.001,[0.00-0.13],[0.00-0.14]
Colobus_guereza,Trachypithecus_auratus,0.004,[0.01-0.09],[0.00-0.14]
Eulemur_macaco,Trachypithecus_auratus,0.163,[0.08-0.35],[0.00-0.14]
Galago_moholi,Trachypithecus_auratus,0.025,[0.01-0.16],[0.00-0.14]
Galago_senegalensis,Trachypithecus_auratus,0.022,[0.00-0.06],[0.00-0.14]
Gorilla_gorilla,Trachypithecus_auratus,0.007,[0.00-0.08],[0.00-0.14]
Hylobates_lar,Trachypithecus_auratus,0.122,[0.07-0.28],[0.00-0.14]
Lemur_catta,Trachypithecus_auratus,0.094,[0.09-0.18],[0.00-0.14]
Leontopithecus_chrysomelas,Trachypithecus_auratus,0.081,[0.04-0.22],[0.00-0.14]
Leontopithecus_rosalia,Trachypithecus_auratus,0.019,[0.02-0.11],[0.00-0.14]
Macaca_fascicularis,Trachypithecus_auratus,0.037,[0.00-0.05],[0.00-0.14]
Macaca_fuscata,Trachypithecus_auratus,0.014,[0.00-0.09],[0.00-0.14]
Macaca_nigra,Trachypithecus_auratus,0.009,[0.00-0.10],[0.00-0.14]
Macaca_silenus,Trachypithecus_auratus,0.008,[0.00-0.08],[0.00-0.14]
Mandrillus_sphinx,Trachypithecus_auratus,0.007,[0.00-0.12],[0.00-0.14]
Mico_argentatus,Trachypithecus_auratus,0.037,[0.00-0.09],[0.00-0.14]
Microcebus_murinus,Trachypithecus_auratus,0.209,[0.14-0.36],[0.00-0.14]
Nycticebus_coucang,Trachypithecus_auratus,0.046,[0.01-0.22],[0.00-0.14]
Nycticebus_pygmaeus,Trachypithecus_auratus,0.187,[0.12-0.35],[0.00-0.14]
Pan_troglodytes,Trachypithecus_auratus,0.027,[0.00-0.04],[0.00-0.14]
Papio_hamadryas,Trachypithecus_auratus,0.027,[0.00-0.04],[0.00-0.14]
Propithecus_coquereli,Trachypithecus_auratus,0.043,[0.01-0.21],[0.00-0.14]
Saguinus_bicolor,Trachypithecus_auratus,0.003,[0.00-0.15],[0.00-0.14]
Saguinus_imperator,Trachypithecus_auratus,0.037,[0.00-0.05],[0.00-0.14]
Saguinus_midas,Trachypithecus_auratus,0.037,[0.00-0.08],[0.00-0.14]
Saguinus_oedipus,Trachypithecus_auratus,0.038,[0.04-0.12],[0.00-0.14]
Saimiri_sciureus,Trachypithecus_auratus,0.015,[0.02-0.10],[0.00-0.14]
Sapajus_apella,Trachypithecus_auratus,0.037,[0.00-0.07],[0.00-0.14]
Theropithecus_gelada,Trachypithecus_auratus,0.018,[0.00-0.07],[0.00-0.14]
Trachypithecus_auratus,Trachypithecus_auratus,0,[0.00-0.14],[0.00-0.14]
Trachypithecus_cristatus,Trachypithecus_auratus,0.037,[0.00-0.07],[0.00-0.14]
Trachypithecus_francoisi,Trachypithecus_auratus,0.063,[0.02-0.22],[0.00-0.14]
Varecia_rubra,Trachypithecus_auratus,0.099,[0.06-0.23],[0.00-0.14]
Varecia_variegata,Trachypithecus_auratus,0.134,[0.09-0.26],[0.00-0.14]
Alouatta_caraya,Trachypithecus_cristatus,0.031,[0.00-0.12],[0.00-0.07]
Ateles_geoffroyi,Trachypithecus_cristatus,0.186,[0.08-0.31],[0.00-0.07]
Callimico_goeldii,Trachypithecus_cristatus,0.101,[0.04-0.18],[0.00-0.07]
Callithrix_geoffroyi,Trachypithecus_cristatus,0.032,[0.00-0.12],[0.00-0.07]
Callithrix_jacchus,Trachypithecus_cristatus,0.024,[0.00-0.09],[0.00-0.07]
Cebuella_pygmaea,Trachypithecus_cristatus,0.049,[0.00-0.13],[0.00-0.07]
Cercopithecus_neglectus,Trachypithecus_cristatus,0.036,[0.00-0.13],[0.00-0.07]
Colobus_guereza,Trachypithecus_cristatus,0.041,[0.01-0.09],[0.00-0.07]
Eulemur_macaco,Trachypithecus_cristatus,0.2,[0.08-0.35],[0.00-0.07]
Galago_moholi,Trachypithecus_cristatus,0.062,[0.01-0.16],[0.00-0.07]
Galago_senegalensis,Trachypithecus_cristatus,0.015,[0.00-0.06],[0.00-0.07]
Gorilla_gorilla,Trachypithecus_cristatus,0.03,[0.00-0.08],[0.00-0.07]
Hylobates_lar,Trachypithecus_cristatus,0.159,[0.07-0.28],[0.00-0.07]
Lemur_catta,Trachypithecus_cristatus,0.131,[0.09-0.18],[0.00-0.07]
Leontopithecus_chrysomelas,Trachypithecus_cristatus,0.118,[0.04-0.22],[0.00-0.07]
Leontopithecus_rosalia,Trachypithecus_cristatus,0.056,[0.02-0.11],[0.00-0.07]
Macaca_fascicularis,Trachypithecus_cristatus,0,[0.00-0.05],[0.00-0.07]
Macaca_fuscata,Trachypithecus_cristatus,0.023,[0.00-0.09],[0.00-0.07]
Macaca_nigra,Trachypithecus_cristatus,0.028,[0.00-0.10],[0.00-0.07]
Macaca_silenus,Trachypithecus_cristatus,0.029,[0.00-0.08],[0.00-0.07]
Mandrillus_sphinx,Trachypithecus_cristatus,0.044,[0.00-0.12],[0.00-0.07]
Mico_argentatus,Trachypithecus_cristatus,0,[0.00-0.09],[0.00-0.07]
Microcebus_murinus,Trachypithecus_cristatus,0.246,[0.14-0.36],[0.00-0.07]
Nycticebus_coucang,Trachypithecus_cristatus,0.083,[0.01-0.22],[0.00-0.07]
Nycticebus_pygmaeus,Trachypithecus_cristatus,0.224,[0.12-0.35],[0.00-0.07]
Pan_troglodytes,Trachypithecus_cristatus,0.011,[0.00-0.04],[0.00-0.07]
Papio_hamadryas,Trachypithecus_cristatus,0.01,[0.00-0.04],[0.00-0.07]
Propithecus_coquereli,Trachypithecus_cristatus,0.08,[0.01-0.21],[0.00-0.07]
Saguinus_bicolor,Trachypithecus_cristatus,0.04,[0.00-0.15],[0.00-0.07]
Saguinus_imperator,Trachypithecus_cristatus,0,[0.00-0.05],[0.00-0.07]
Saguinus_midas,Trachypithecus_cristatus,0,[0.00-0.08],[0.00-0.07]
Saguinus_oedipus,Trachypithecus_cristatus,0.075,[0.04-0.12],[0.00-0.07]
Saimiri_sciureus,Trachypithecus_cristatus,0.052,[0.02-0.10],[0.00-0.07]
Sapajus_apella,Trachypithecus_cristatus,0,[0.00-0.07],[0.00-0.07]
Theropithecus_gelada,Trachypithecus_cristatus,0.019,[0.00-0.07],[0.00-0.07]
Trachypithecus_auratus,Trachypithecus_cristatus,0.037,[0.00-0.14],[0.00-0.07]
Trachypithecus_cristatus,Trachypithecus_cristatus,0,[0.00-0.07],[0.00-0.07]
Trachypithecus_francoisi,Trachypithecus_cristatus,0.1,[0.02-0.22],[0.00-0.07]
Varecia_rubra,Trachypithecus_cristatus,0.136,[0.06-0.23],[0.00-0.07]
Varecia_variegata,Trachypithecus_cristatus,0.171,[0.09-0.26],[0.00-0.07]
Alouatta_caraya,Trachypithecus_francoisi,0.069,[0.00-0.12],[0.02-0.22]
Ateles_geoffroyi,Trachypithecus_francoisi,0.086,[0.08-0.31],[0.02-0.22]
Callimico_goeldii,Trachypithecus_francoisi,0.001,[0.04-0.18],[0.02-0.22]
Callithrix_geoffroyi,Trachypithecus_francoisi,0.068,[0.00-0.12],[0.02-0.22]
Callithrix_jacchus,Trachypithecus_francoisi,0.076,[0.00-0.09],[0.02-0.22]
Cebuella_pygmaea,Trachypithecus_francoisi,0.051,[0.00-0.13],[0.02-0.22]
Cercopithecus_neglectus,Trachypithecus_francoisi,0.064,[0.00-0.13],[0.02-0.22]
Colobus_guereza,Trachypithecus_francoisi,0.059,[0.01-0.09],[0.02-0.22]
Eulemur_macaco,Trachypithecus_francoisi,0.1,[0.08-0.35],[0.02-0.22]
Galago_moholi,Trachypithecus_francoisi,0.038,[0.01-0.16],[0.02-0.22]
Galago_senegalensis,Trachypithecus_francoisi,0.085,[0.00-0.06],[0.02-0.22]
Gorilla_gorilla,Trachypithecus_francoisi,0.07,[0.00-0.08],[0.02-0.22]
Hylobates_lar,Trachypithecus_francoisi,0.059,[0.07-0.28],[0.02-0.22]
Lemur_catta,Trachypithecus_francoisi,0.031,[0.09-0.18],[0.02-0.22]
Leontopithecus_chrysomelas,Trachypithecus_francoisi,0.018,[0.04-0.22],[0.02-0.22]
Leontopithecus_rosalia,Trachypithecus_francoisi,0.044,[0.02-0.11],[0.02-0.22]
Macaca_fascicularis,Trachypithecus_francoisi,0.1,[0.00-0.05],[0.02-0.22]
Macaca_fuscata,Trachypithecus_francoisi,0.077,[0.00-0.09],[0.02-0.22]
Macaca_nigra,Trachypithecus_francoisi,0.072,[0.00-0.10],[0.02-0.22]
Macaca_silenus,Trachypithecus_francoisi,0.071,[0.00-0.08],[0.02-0.22]
Mandrillus_sphinx,Trachypithecus_francoisi,0.056,[0.00-0.12],[0.02-0.22]
Mico_argentatus,Trachypithecus_francoisi,0.1,[0.00-0.09],[0.02-0.22]
Microcebus_murinus,Trachypithecus_francoisi,0.146,[0.14-0.36],[0.02-0.22]
Nycticebus_coucang,Trachypithecus_francoisi,0.017,[0.01-0.22],[0.02-0.22]
Nycticebus_pygmaeus,Trachypithecus_francoisi,0.124,[0.12-0.35],[0.02-0.22]
Pan_troglodytes,Trachypithecus_francoisi,0.089,[0.00-0.04],[0.02-0.22]
Papio_hamadryas,Trachypithecus_francoisi,0.09,[0.00-0.04],[0.02-0.22]
Propithecus_coquereli,Trachypithecus_francoisi,0.02,[0.01-0.21],[0.02-0.22]
Saguinus_bicolor,Trachypithecus_francoisi,0.06,[0.00-0.15],[0.02-0.22]
Saguinus_imperator,Trachypithecus_francoisi,0.1,[0.00-0.05],[0.02-0.22]
Saguinus_midas,Trachypithecus_francoisi,0.1,[0.00-0.08],[0.02-0.22]
Saguinus_oedipus,Trachypithecus_francoisi,0.025,[0.04-0.12],[0.02-0.22]
Saimiri_sciureus,Trachypithecus_francoisi,0.048,[0.02-0.10],[0.02-0.22]
Sapajus_apella,Trachypithecus_francoisi,0.1,[0.00-0.07],[0.02-0.22]
Theropithecus_gelada,Trachypithecus_francoisi,0.081,[0.00-0.07],[0.02-0.22]
Trachypithecus_auratus,Trachypithecus_francoisi,0.063,[0.00-0.14],[0.02-0.22]
Trachypithecus_cristatus,Trachypithecus_francoisi,0.1,[0.00-0.07],[0.02-0.22]
Trachypithecus_francoisi,Trachypithecus_francoisi,0,[0.02-0.22],[0.02-0.22]
Varecia_rubra,Trachypithecus_francoisi,0.036,[0.06-0.23],[0.02-0.22]
Varecia_variegata,Trachypithecus_francoisi,0.071,[0.09-0.26],[0.02-0.22]
Alouatta_caraya,Varecia_rubra,0.104,[0.00-0.12],[0.06-0.23]
Ateles_geoffroyi,Varecia_rubra,0.05,[0.08-0.31],[0.06-0.23]
Callimico_goeldii,Varecia_rubra,0.034,[0.04-0.18],[0.06-0.23]
Callithrix_geoffroyi,Varecia_rubra,0.103,[0.00-0.12],[0.06-0.23]
Callithrix_jacchus,Varecia_rubra,0.111,[0.00-0.09],[0.06-0.23]
Cebuella_pygmaea,Varecia_rubra,0.087,[0.00-0.13],[0.06-0.23]
Cercopithecus_neglectus,Varecia_rubra,0.1,[0.00-0.13],[0.06-0.23]
Colobus_guereza,Varecia_rubra,0.094,[0.01-0.09],[0.06-0.23]
Eulemur_macaco,Varecia_rubra,0.064,[0.08-0.35],[0.06-0.23]
Galago_moholi,Varecia_rubra,0.073,[0.01-0.16],[0.06-0.23]
Galago_senegalensis,Varecia_rubra,0.12,[0.00-0.06],[0.06-0.23]
Gorilla_gorilla,Varecia_rubra,0.106,[0.00-0.08],[0.06-0.23]
Hylobates_lar,Varecia_rubra,0.023,[0.07-0.28],[0.06-0.23]
Lemur_catta,Varecia_rubra,0.004,[0.09-0.18],[0.06-0.23]
Leontopithecus_chrysomelas,Varecia_rubra,0.018,[0.04-0.22],[0.06-0.23]
Leontopithecus_rosalia,Varecia_rubra,0.08,[0.02-0.11],[0.06-0.23]
Macaca_fascicularis,Varecia_rubra,0.136,[0.00-0.05],[0.06-0.23]
Macaca_fuscata,Varecia_rubra,0.112,[0.00-0.09],[0.06-0.23]
Macaca_nigra,Varecia_rubra,0.108,[0.00-0.10],[0.06-0.23]
Macaca_silenus,Varecia_rubra,0.106,[0.00-0.08],[0.06-0.23]
Mandrillus_sphinx,Varecia_rubra,0.091,[0.00-0.12],[0.06-0.23]
Mico_argentatus,Varecia_rubra,0.136,[0.00-0.09],[0.06-0.23]
Microcebus_murinus,Varecia_rubra,0.11,[0.14-0.36],[0.06-0.23]
Nycticebus_coucang,Varecia_rubra,0.052,[0.01-0.22],[0.06-0.23]
Nycticebus_pygmaeus,Varecia_rubra,0.089,[0.12-0.35],[0.06-0.23]
Pan_troglodytes,Varecia_rubra,0.125,[0.00-0.04],[0.06-0.23]
Papio_hamadryas,Varecia_rubra,0.126,[0.00-0.04],[0.06-0.23]
Propithecus_coquereli,Varecia_rubra,0.056,[0.01-0.21],[0.06-0.23]
Saguinus_bicolor,Varecia_rubra,0.096,[0.00-0.15],[0.06-0.23]
Saguinus_imperator,Varecia_rubra,0.136,[0.00-0.05],[0.06-0.23]
Saguinus_midas,Varecia_rubra,0.136,[0.00-0.08],[0.06-0.23]
Saguinus_oedipus,Varecia_rubra,0.061,[0.04-0.12],[0.06-0.23]
Saimiri_sciureus,Varecia_rubra,0.084,[0.02-0.10],[0.06-0.23]
Sapajus_apella,Varecia_rubra,0.136,[0.00-0.07],[0.06-0.23]
Theropithecus_gelada,Varecia_rubra,0.116,[0.00-0.07],[0.06-0.23]
Trachypithecus_auratus,Varecia_rubra,0.099,[0.00-0.14],[0.06-0.23]
Trachypithecus_cristatus,Varecia_rubra,0.136,[0.00-0.07],[0.06-0.23]
Trachypithecus_francoisi,Varecia_rubra,0.036,[0.02-0.22],[0.06-0.23]
Varecia_rubra,Varecia_rubra,0,[0.06-0.23],[0.06-0.23]
Varecia_variegata,Varecia_rubra,0.035,[0.09-0.26],[0.06-0.23]
Alouatta_caraya,Varecia_variegata,0.14,[0.00-0.12],[0.09-0.26]
Ateles_geoffroyi,Varecia_variegata,0.015,[0.08-0.31],[0.09-0.26]
Callimico_goeldii,Varecia_variegata,0.07,[0.04-0.18],[0.09-0.26]
Callithrix_geoffroyi,Varecia_variegata,0.139,[0.00-0.12],[0.09-0.26]
Callithrix_jacchus,Varecia_variegata,0.147,[0.00-0.09],[0.09-0.26]
Cebuella_pygmaea,Varecia_variegata,0.122,[0.00-0.13],[0.09-0.26]
Cercopithecus_neglectus,Varecia_variegata,0.135,[0.00-0.13],[0.09-0.26]
Colobus_guereza,Varecia_variegata,0.13,[0.01-0.09],[0.09-0.26]
Eulemur_macaco,Varecia_variegata,0.029,[0.08-0.35],[0.09-0.26]
Galago_moholi,Varecia_variegata,0.109,[0.01-0.16],[0.09-0.26]
Galago_senegalensis,Varecia_variegata,0.156,[0.00-0.06],[0.09-0.26]
Gorilla_gorilla,Varecia_variegata,0.141,[0.00-0.08],[0.09-0.26]
Hylobates_lar,Varecia_variegata,0.012,[0.07-0.28],[0.09-0.26]
Lemur_catta,Varecia_variegata,0.04,[0.09-0.18],[0.09-0.26]
