species1,species2,Trait Difference,Trait CI1,Trait CI2
Macaca_silenus,Saguinus_oedipus,0.083,[0.03-0.16],[0.11-0.24]
Mandrillus_sphinx,Saguinus_oedipus,0.083,[0.02-0.18],[0.11-0.24]
Mico_argentatus,Saguinus_oedipus,0.122,[0.00-0.18],[0.11-0.24]
Microcebus_murinus,Saguinus_oedipus,0.074,[0.14-0.36],[0.11-0.24]
Nycticebus_coucang,Saguinus_oedipus,0.088,[0.01-0.22],[0.11-0.24]
Nycticebus_pygmaeus,Saguinus_oedipus,0.094,[0.15-0.39],[0.11-0.24]
Pan_troglodytes,Saguinus_oedipus,0.003,[0.10-0.25],[0.11-0.24]
Papio_hamadryas,Saguinus_oedipus,0.123,[0.01-0.10],[0.11-0.24]
Propithecus_coquereli,Saguinus_oedipus,0.012,[0.04-0.32],[0.11-0.24]
Saguinus_bicolor,Saguinus_oedipus,0.132,[0.00-0.15],[0.11-0.24]
Saguinus_imperator,Saguinus_oedipus,0.172,[0.00-0.05],[0.11-0.24]
Saguinus_midas,Saguinus_oedipus,0.172,[0.00-0.08],[0.11-0.24]
Saguinus_oedipus,Saguinus_oedipus,0,[0.11-0.24],[0.11-0.24]
Saimiri_sciureus,Saguinus_oedipus,0.094,[0.04-0.13],[0.11-0.24]
Sapajus_apella,Saguinus_oedipus,0.056,[0.02-0.25],[0.11-0.24]
Theropithecus_gelada,Saguinus_oedipus,0.152,[0.00-0.07],[0.11-0.24]
Trachypithecus_auratus,Saguinus_oedipus,0.135,[0.00-0.14],[0.11-0.24]
Trachypithecus_cristatus,Saguinus_oedipus,0.136,[0.00-0.13],[0.11-0.24]
Trachypithecus_francoisi,Saguinus_oedipus,0.038,[0.04-0.27],[0.11-0.24]
Varecia_rubra,Saguinus_oedipus,0.015,[0.10-0.29],[0.11-0.24]
Varecia_variegata,Saguinus_oedipus,0.039,[0.13-0.31],[0.11-0.24]
Alouatta_caraya,Saimiri_sciureus,0.047,[0.03-0.25],[0.04-0.13]
Ateles_geoffroyi,Saimiri_sciureus,0.225,[0.18-0.44],[0.04-0.13]
Callimico_goeldii,Saimiri_sciureus,0.14,[0.13-0.32],[0.04-0.13]
Callithrix_geoffroyi,Saimiri_sciureus,0.019,[0.02-0.22],[0.04-0.13]
Callithrix_jacchus,Saimiri_sciureus,0.053,[0.00-0.09],[0.04-0.13]
Cebuella_pygmaea,Saimiri_sciureus,0.02,[0.03-0.20],[0.04-0.13]
Cercopithecus_neglectus,Saimiri_sciureus,0.006,[0.01-0.19],[0.04-0.13]
Colobus_guereza,Saimiri_sciureus,0.026,[0.05-0.17],[0.04-0.13]
Eulemur_macaco,Saimiri_sciureus,0.222,[0.15-0.47],[0.04-0.13]
Galago_moholi,Saimiri_sciureus,0.016,[0.02-0.21],[0.04-0.13]
Galago_senegalensis,Saimiri_sciureus,0.062,[0.00-0.06],[0.04-0.13]
Gorilla_gorilla,Saimiri_sciureus,0.131,[0.12-0.31],[0.04-0.13]
Hylobates_lar,Saimiri_sciureus,0.082,[0.07-0.28],[0.04-0.13]
Lemur_catta,Saimiri_sciureus,0.078,[0.11-0.20],[0.04-0.13]
Leontopithecus_chrysomelas,Saimiri_sciureus,0.04,[0.04-0.22],[0.04-0.13]
Leontopithecus_rosalia,Saimiri_sciureus,0.045,[0.06-0.20],[0.04-0.13]
Macaca_fascicularis,Saimiri_sciureus,0.024,[0.00-0.14],[0.04-0.13]
Macaca_fuscata,Saimiri_sciureus,0.015,[0.02-0.19],[0.04-0.13]
Macaca_nigra,Saimiri_sciureus,0.05,[0.00-0.10],[0.04-0.13]
Macaca_silenus,Saimiri_sciureus,0.011,[0.03-0.16],[0.04-0.13]
Mandrillus_sphinx,Saimiri_sciureus,0.011,[0.02-0.18],[0.04-0.13]
Mico_argentatus,Saimiri_sciureus,0.028,[0.00-0.18],[0.04-0.13]
Microcebus_murinus,Saimiri_sciureus,0.168,[0.14-0.36],[0.04-0.13]
Nycticebus_coucang,Saimiri_sciureus,0.006,[0.01-0.22],[0.04-0.13]
Nycticebus_pygmaeus,Saimiri_sciureus,0.188,[0.15-0.39],[0.04-0.13]
Pan_troglodytes,Saimiri_sciureus,0.091,[0.10-0.25],[0.04-0.13]
Papio_hamadryas,Saimiri_sciureus,0.029,[0.01-0.10],[0.04-0.13]
Propithecus_coquereli,Saimiri_sciureus,0.082,[0.04-0.32],[0.04-0.13]
Saguinus_bicolor,Saimiri_sciureus,0.038,[0.00-0.15],[0.04-0.13]
Saguinus_imperator,Saimiri_sciureus,0.078,[0.00-0.05],[0.04-0.13]
Saguinus_midas,Saimiri_sciureus,0.078,[0.00-0.08],[0.04-0.13]
Saguinus_oedipus,Saimiri_sciureus,0.094,[0.11-0.24],[0.04-0.13]
Saimiri_sciureus,Saimiri_sciureus,0,[0.04-0.13],[0.04-0.13]
Sapajus_apella,Saimiri_sciureus,0.038,[0.02-0.25],[0.04-0.13]
Theropithecus_gelada,Saimiri_sciureus,0.058,[0.00-0.07],[0.04-0.13]
Trachypithecus_auratus,Saimiri_sciureus,0.041,[0.00-0.14],[0.04-0.13]
Trachypithecus_cristatus,Saimiri_sciureus,0.042,[0.00-0.13],[0.04-0.13]
Trachypithecus_francoisi,Saimiri_sciureus,0.056,[0.04-0.27],[0.04-0.13]
Varecia_rubra,Saimiri_sciureus,0.109,[0.10-0.29],[0.04-0.13]
Varecia_variegata,Saimiri_sciureus,0.133,[0.13-0.31],[0.04-0.13]
Alouatta_caraya,Sapajus_apella,0.01,[0.03-0.25],[0.02-0.25]
Ateles_geoffroyi,Sapajus_apella,0.187,[0.18-0.44],[0.02-0.25]
Callimico_goeldii,Sapajus_apella,0.102,[0.13-0.32],[0.02-0.25]
Callithrix_geoffroyi,Sapajus_apella,0.019,[0.02-0.22],[0.02-0.25]
Callithrix_jacchus,Sapajus_apella,0.091,[0.00-0.09],[0.02-0.25]
Cebuella_pygmaea,Sapajus_apella,0.018,[0.03-0.20],[0.02-0.25]
Cercopithecus_neglectus,Sapajus_apella,0.044,[0.01-0.19],[0.02-0.25]
Colobus_guereza,Sapajus_apella,0.012,[0.05-0.17],[0.02-0.25]
Eulemur_macaco,Sapajus_apella,0.185,[0.15-0.47],[0.02-0.25]
Galago_moholi,Sapajus_apella,0.022,[0.02-0.21],[0.02-0.25]
Galago_senegalensis,Sapajus_apella,0.1,[0.00-0.06],[0.02-0.25]
Gorilla_gorilla,Sapajus_apella,0.094,[0.12-0.31],[0.02-0.25]
Hylobates_lar,Sapajus_apella,0.044,[0.07-0.28],[0.02-0.25]
Lemur_catta,Sapajus_apella,0.04,[0.11-0.20],[0.02-0.25]
Leontopithecus_chrysomelas,Sapajus_apella,0.002,[0.04-0.22],[0.02-0.25]
Leontopithecus_rosalia,Sapajus_apella,0.007,[0.06-0.20],[0.02-0.25]
Macaca_fascicularis,Sapajus_apella,0.061,[0.00-0.14],[0.02-0.25]
Macaca_fuscata,Sapajus_apella,0.022,[0.02-0.19],[0.02-0.25]
Macaca_nigra,Sapajus_apella,0.088,[0.00-0.10],[0.02-0.25]
Macaca_silenus,Sapajus_apella,0.027,[0.03-0.16],[0.02-0.25]
Mandrillus_sphinx,Sapajus_apella,0.026,[0.02-0.18],[0.02-0.25]
Mico_argentatus,Sapajus_apella,0.065,[0.00-0.18],[0.02-0.25]
Microcebus_murinus,Sapajus_apella,0.13,[0.14-0.36],[0.02-0.25]
Nycticebus_coucang,Sapajus_apella,0.032,[0.01-0.22],[0.02-0.25]
Nycticebus_pygmaeus,Sapajus_apella,0.15,[0.15-0.39],[0.02-0.25]
Pan_troglodytes,Sapajus_apella,0.053,[0.10-0.25],[0.02-0.25]
Papio_hamadryas,Sapajus_apella,0.067,[0.01-0.10],[0.02-0.25]
Propithecus_coquereli,Sapajus_apella,0.045,[0.04-0.32],[0.02-0.25]
Saguinus_bicolor,Sapajus_apella,0.075,[0.00-0.15],[0.02-0.25]
Saguinus_imperator,Sapajus_apella,0.115,[0.00-0.05],[0.02-0.25]
Saguinus_midas,Sapajus_apella,0.115,[0.00-0.08],[0.02-0.25]
Saguinus_oedipus,Sapajus_apella,0.056,[0.11-0.24],[0.02-0.25]
Saimiri_sciureus,Sapajus_apella,0.038,[0.04-0.13],[0.02-0.25]
Sapajus_apella,Sapajus_apella,0,[0.02-0.25],[0.02-0.25]
Theropithecus_gelada,Sapajus_apella,0.096,[0.00-0.07],[0.02-0.25]
Trachypithecus_auratus,Sapajus_apella,0.078,[0.00-0.14],[0.02-0.25]
Trachypithecus_cristatus,Sapajus_apella,0.08,[0.00-0.13],[0.02-0.25]
Trachypithecus_francoisi,Sapajus_apella,0.018,[0.04-0.27],[0.02-0.25]
Varecia_rubra,Sapajus_apella,0.071,[0.10-0.29],[0.02-0.25]
Varecia_variegata,Sapajus_apella,0.095,[0.13-0.31],[0.02-0.25]
Alouatta_caraya,Theropithecus_gelada,0.106,[0.03-0.25],[0.00-0.07]
Ateles_geoffroyi,Theropithecus_gelada,0.283,[0.18-0.44],[0.00-0.07]
Callimico_goeldii,Theropithecus_gelada,0.198,[0.13-0.32],[0.00-0.07]
Callithrix_geoffroyi,Theropithecus_gelada,0.078,[0.02-0.22],[0.00-0.07]
Callithrix_jacchus,Theropithecus_gelada,0.005,[0.00-0.09],[0.00-0.07]
Cebuella_pygmaea,Theropithecus_gelada,0.078,[0.03-0.20],[0.00-0.07]
Cercopithecus_neglectus,Theropithecus_gelada,0.052,[0.01-0.19],[0.00-0.07]
Colobus_guereza,Theropithecus_gelada,0.084,[0.05-0.17],[0.00-0.07]
Eulemur_macaco,Theropithecus_gelada,0.281,[0.15-0.47],[0.00-0.07]
Galago_moholi,Theropithecus_gelada,0.075,[0.02-0.21],[0.00-0.07]
Galago_senegalensis,Theropithecus_gelada,0.004,[0.00-0.06],[0.00-0.07]
Gorilla_gorilla,Theropithecus_gelada,0.19,[0.12-0.31],[0.00-0.07]
Hylobates_lar,Theropithecus_gelada,0.14,[0.07-0.28],[0.00-0.07]
Lemur_catta,Theropithecus_gelada,0.137,[0.11-0.20],[0.00-0.07]
Leontopithecus_chrysomelas,Theropithecus_gelada,0.098,[0.04-0.22],[0.00-0.07]
Leontopithecus_rosalia,Theropithecus_gelada,0.103,[0.06-0.20],[0.00-0.07]
Macaca_fascicularis,Theropithecus_gelada,0.035,[0.00-0.14],[0.00-0.07]
Macaca_fuscata,Theropithecus_gelada,0.074,[0.02-0.19],[0.00-0.07]
Macaca_nigra,Theropithecus_gelada,0.009,[0.00-0.10],[0.00-0.07]
Macaca_silenus,Theropithecus_gelada,0.069,[0.03-0.16],[0.00-0.07]
Mandrillus_sphinx,Theropithecus_gelada,0.07,[0.02-0.18],[0.00-0.07]
Mico_argentatus,Theropithecus_gelada,0.031,[0.00-0.18],[0.00-0.07]
Microcebus_murinus,Theropithecus_gelada,0.226,[0.14-0.36],[0.00-0.07]
Nycticebus_coucang,Theropithecus_gelada,0.064,[0.01-0.22],[0.00-0.07]
Nycticebus_pygmaeus,Theropithecus_gelada,0.246,[0.15-0.39],[0.00-0.07]
Pan_troglodytes,Theropithecus_gelada,0.149,[0.10-0.25],[0.00-0.07]
Papio_hamadryas,Theropithecus_gelada,0.029,[0.01-0.10],[0.00-0.07]
Propithecus_coquereli,Theropithecus_gelada,0.141,[0.04-0.32],[0.00-0.07]
Saguinus_bicolor,Theropithecus_gelada,0.021,[0.00-0.15],[0.00-0.07]
Saguinus_imperator,Theropithecus_gelada,0.019,[0.00-0.05],[0.00-0.07]
Saguinus_midas,Theropithecus_gelada,0.019,[0.00-0.08],[0.00-0.07]
Saguinus_oedipus,Theropithecus_gelada,0.152,[0.11-0.24],[0.00-0.07]
Saimiri_sciureus,Theropithecus_gelada,0.058,[0.04-0.13],[0.00-0.07]
Sapajus_apella,Theropithecus_gelada,0.096,[0.02-0.25],[0.00-0.07]
Theropithecus_gelada,Theropithecus_gelada,0,[0.00-0.07],[0.00-0.07]
Trachypithecus_auratus,Theropithecus_gelada,0.018,[0.00-0.14],[0.00-0.07]
Trachypithecus_cristatus,Theropithecus_gelada,0.016,[0.00-0.13],[0.00-0.07]
Trachypithecus_francoisi,Theropithecus_gelada,0.114,[0.04-0.27],[0.00-0.07]
Varecia_rubra,Theropithecus_gelada,0.167,[0.10-0.29],[0.00-0.07]
Varecia_variegata,Theropithecus_gelada,0.191,[0.13-0.31],[0.00-0.07]
Alouatta_caraya,Trachypithecus_auratus,0.088,[0.03-0.25],[0.00-0.14]
Ateles_geoffroyi,Trachypithecus_auratus,0.265,[0.18-0.44],[0.00-0.14]
Callimico_goeldii,Trachypithecus_auratus,0.18,[0.13-0.32],[0.00-0.14]
Callithrix_geoffroyi,Trachypithecus_auratus,0.06,[0.02-0.22],[0.00-0.14]
Callithrix_jacchus,Trachypithecus_auratus,0.013,[0.00-0.09],[0.00-0.14]
Cebuella_pygmaea,Trachypithecus_auratus,0.061,[0.03-0.20],[0.00-0.14]
Cercopithecus_neglectus,Trachypithecus_auratus,0.034,[0.01-0.19],[0.00-0.14]
Colobus_guereza,Trachypithecus_auratus,0.066,[0.05-0.17],[0.00-0.14]
Eulemur_macaco,Trachypithecus_auratus,0.263,[0.15-0.47],[0.00-0.14]
Galago_moholi,Trachypithecus_auratus,0.057,[0.02-0.21],[0.00-0.14]
Galago_senegalensis,Trachypithecus_auratus,0.022,[0.00-0.06],[0.00-0.14]
Gorilla_gorilla,Trachypithecus_auratus,0.172,[0.12-0.31],[0.00-0.14]
Hylobates_lar,Trachypithecus_auratus,0.122,[0.07-0.28],[0.00-0.14]
Lemur_catta,Trachypithecus_auratus,0.119,[0.11-0.20],[0.00-0.14]
Leontopithecus_chrysomelas,Trachypithecus_auratus,0.081,[0.04-0.22],[0.00-0.14]
Leontopithecus_rosalia,Trachypithecus_auratus,0.085,[0.06-0.20],[0.00-0.14]
Macaca_fascicularis,Trachypithecus_auratus,0.017,[0.00-0.14],[0.00-0.14]
Macaca_fuscata,Trachypithecus_auratus,0.056,[0.02-0.19],[0.00-0.14]
Macaca_nigra,Trachypithecus_auratus,0.009,[0.00-0.10],[0.00-0.14]
Macaca_silenus,Trachypithecus_auratus,0.051,[0.03-0.16],[0.00-0.14]
Mandrillus_sphinx,Trachypithecus_auratus,0.052,[0.02-0.18],[0.00-0.14]
Mico_argentatus,Trachypithecus_auratus,0.013,[0.00-0.18],[0.00-0.14]
Microcebus_murinus,Trachypithecus_auratus,0.209,[0.14-0.36],[0.00-0.14]
Nycticebus_coucang,Trachypithecus_auratus,0.046,[0.01-0.22],[0.00-0.14]
Nycticebus_pygmaeus,Trachypithecus_auratus,0.228,[0.15-0.39],[0.00-0.14]
Pan_troglodytes,Trachypithecus_auratus,0.131,[0.10-0.25],[0.00-0.14]
Papio_hamadryas,Trachypithecus_auratus,0.012,[0.01-0.10],[0.00-0.14]
Propithecus_coquereli,Trachypithecus_auratus,0.123,[0.04-0.32],[0.00-0.14]
Saguinus_bicolor,Trachypithecus_auratus,0.003,[0.00-0.15],[0.00-0.14]
Saguinus_imperator,Trachypithecus_auratus,0.037,[0.00-0.05],[0.00-0.14]
Saguinus_midas,Trachypithecus_auratus,0.037,[0.00-0.08],[0.00-0.14]
Saguinus_oedipus,Trachypithecus_auratus,0.135,[0.11-0.24],[0.00-0.14]
Saimiri_sciureus,Trachypithecus_auratus,0.041,[0.04-0.13],[0.00-0.14]
Sapajus_apella,Trachypithecus_auratus,0.078,[0.02-0.25],[0.00-0.14]
Theropithecus_gelada,Trachypithecus_auratus,0.018,[0.00-0.07],[0.00-0.14]
Trachypithecus_auratus,Trachypithecus_auratus,0,[0.00-0.14],[0.00-0.14]
Trachypithecus_cristatus,Trachypithecus_auratus,0.001,[0.00-0.13],[0.00-0.14]
Trachypithecus_francoisi,Trachypithecus_auratus,0.096,[0.04-0.27],[0.00-0.14]
Varecia_rubra,Trachypithecus_auratus,0.149,[0.10-0.29],[0.00-0.14]
Varecia_variegata,Trachypithecus_auratus,0.173,[0.13-0.31],[0.00-0.14]
Alouatta_caraya,Trachypithecus_cristatus,0.089,[0.03-0.25],[0.00-0.13]
Ateles_geoffroyi,Trachypithecus_cristatus,0.267,[0.18-0.44],[0.00-0.13]
Callimico_goeldii,Trachypithecus_cristatus,0.182,[0.13-0.32],[0.00-0.13]
Callithrix_geoffroyi,Trachypithecus_cristatus,0.061,[0.02-0.22],[0.00-0.13]
Callithrix_jacchus,Trachypithecus_cristatus,0.011,[0.00-0.09],[0.00-0.13]
Cebuella_pygmaea,Trachypithecus_cristatus,0.062,[0.03-0.20],[0.00-0.13]
Cercopithecus_neglectus,Trachypithecus_cristatus,0.036,[0.01-0.19],[0.00-0.13]
Colobus_guereza,Trachypithecus_cristatus,0.067,[0.05-0.17],[0.00-0.13]
Eulemur_macaco,Trachypithecus_cristatus,0.264,[0.15-0.47],[0.00-0.13]
Galago_moholi,Trachypithecus_cristatus,0.058,[0.02-0.21],[0.00-0.13]
Galago_senegalensis,Trachypithecus_cristatus,0.021,[0.00-0.06],[0.00-0.13]
Gorilla_gorilla,Trachypithecus_cristatus,0.173,[0.12-0.31],[0.00-0.13]
Hylobates_lar,Trachypithecus_cristatus,0.123,[0.07-0.28],[0.00-0.13]
Lemur_catta,Trachypithecus_cristatus,0.12,[0.11-0.20],[0.00-0.13]
Leontopithecus_chrysomelas,Trachypithecus_cristatus,0.082,[0.04-0.22],[0.00-0.13]
Leontopithecus_rosalia,Trachypithecus_cristatus,0.087,[0.06-0.20],[0.00-0.13]
Macaca_fascicularis,Trachypithecus_cristatus,0.018,[0.00-0.14],[0.00-0.13]
Macaca_fuscata,Trachypithecus_cristatus,0.057,[0.02-0.19],[0.00-0.13]
Macaca_nigra,Trachypithecus_cristatus,0.008,[0.00-0.10],[0.00-0.13]
Macaca_silenus,Trachypithecus_cristatus,0.053,[0.03-0.16],[0.00-0.13]
Mandrillus_sphinx,Trachypithecus_cristatus,0.053,[0.02-0.18],[0.00-0.13]
Mico_argentatus,Trachypithecus_cristatus,0.014,[0.00-0.18],[0.00-0.13]
Microcebus_murinus,Trachypithecus_cristatus,0.21,[0.14-0.36],[0.00-0.13]
Nycticebus_coucang,Trachypithecus_cristatus,0.048,[0.01-0.22],[0.00-0.13]
Nycticebus_pygmaeus,Trachypithecus_cristatus,0.23,[0.15-0.39],[0.00-0.13]
Pan_troglodytes,Trachypithecus_cristatus,0.133,[0.10-0.25],[0.00-0.13]
Papio_hamadryas,Trachypithecus_cristatus,0.013,[0.01-0.10],[0.00-0.13]
Propithecus_coquereli,Trachypithecus_cristatus,0.124,[0.04-0.32],[0.00-0.13]
Saguinus_bicolor,Trachypithecus_cristatus,0.004,[0.00-0.15],[0.00-0.13]
Saguinus_imperator,Trachypithecus_cristatus,0.036,[0.00-0.05],[0.00-0.13]
Saguinus_midas,Trachypithecus_cristatus,0.036,[0.00-0.08],[0.00-0.13]
Saguinus_oedipus,Trachypithecus_cristatus,0.136,[0.11-0.24],[0.00-0.13]
Saimiri_sciureus,Trachypithecus_cristatus,0.042,[0.04-0.13],[0.00-0.13]
Sapajus_apella,Trachypithecus_cristatus,0.08,[0.02-0.25],[0.00-0.13]
Theropithecus_gelada,Trachypithecus_cristatus,0.016,[0.00-0.07],[0.00-0.13]
Trachypithecus_auratus,Trachypithecus_cristatus,0.001,[0.00-0.14],[0.00-0.13]
Trachypithecus_cristatus,Trachypithecus_cristatus,0,[0.00-0.13],[0.00-0.13]
Trachypithecus_francoisi,Trachypithecus_cristatus,0.098,[0.04-0.27],[0.00-0.13]
Varecia_rubra,Trachypithecus_cristatus,0.151,[0.10-0.29],[0.00-0.13]
Varecia_variegata,Trachypithecus_cristatus,0.175,[0.13-0.31],[0.00-0.13]
Alouatta_caraya,Trachypithecus_francoisi,0.008,[0.03-0.25],[0.04-0.27]
Ateles_geoffroyi,Trachypithecus_francoisi,0.169,[0.18-0.44],[0.04-0.27]
Callimico_goeldii,Trachypithecus_francoisi,0.084,[0.13-0.32],[0.04-0.27]
Callithrix_geoffroyi,Trachypithecus_francoisi,0.037,[0.02-0.22],[0.04-0.27]
Callithrix_jacchus,Trachypithecus_francoisi,0.109,[0.00-0.09],[0.04-0.27]
Cebuella_pygmaea,Trachypithecus_francoisi,0.036,[0.03-0.20],[0.04-0.27]
Cercopithecus_neglectus,Trachypithecus_francoisi,0.062,[0.01-0.19],[0.04-0.27]
Colobus_guereza,Trachypithecus_francoisi,0.03,[0.05-0.17],[0.04-0.27]
Eulemur_macaco,Trachypithecus_francoisi,0.167,[0.15-0.47],[0.04-0.27]
Galago_moholi,Trachypithecus_francoisi,0.04,[0.02-0.21],[0.04-0.27]
Galago_senegalensis,Trachypithecus_francoisi,0.118,[0.00-0.06],[0.04-0.27]
Gorilla_gorilla,Trachypithecus_francoisi,0.076,[0.12-0.31],[0.04-0.27]
Hylobates_lar,Trachypithecus_francoisi,0.026,[0.07-0.28],[0.04-0.27]
Lemur_catta,Trachypithecus_francoisi,0.022,[0.11-0.20],[0.04-0.27]
Leontopithecus_chrysomelas,Trachypithecus_francoisi,0.016,[0.04-0.22],[0.04-0.27]
Leontopithecus_rosalia,Trachypithecus_francoisi,0.011,[0.06-0.20],[0.04-0.27]
Macaca_fascicularis,Trachypithecus_francoisi,0.079,[0.00-0.14],[0.04-0.27]
Macaca_fuscata,Trachypithecus_francoisi,0.04,[0.02-0.19],[0.04-0.27]
Macaca_nigra,Trachypithecus_francoisi,0.106,[0.00-0.10],[0.04-0.27]
Macaca_silenus,Trachypithecus_francoisi,0.045,[0.03-0.16],[0.04-0.27]
Mandrillus_sphinx,Trachypithecus_francoisi,0.044,[0.02-0.18],[0.04-0.27]
Mico_argentatus,Trachypithecus_francoisi,0.083,[0.00-0.18],[0.04-0.27]
Microcebus_murinus,Trachypithecus_francoisi,0.112,[0.14-0.36],[0.04-0.27]
Nycticebus_coucang,Trachypithecus_francoisi,0.05,[0.01-0.22],[0.04-0.27]
Nycticebus_pygmaeus,Trachypithecus_francoisi,0.132,[0.15-0.39],[0.04-0.27]
Pan_troglodytes,Trachypithecus_francoisi,0.035,[0.10-0.25],[0.04-0.27]
Papio_hamadryas,Trachypithecus_francoisi,0.085,[0.01-0.10],[0.04-0.27]
Propithecus_coquereli,Trachypithecus_francoisi,0.027,[0.04-0.32],[0.04-0.27]
Saguinus_bicolor,Trachypithecus_francoisi,0.093,[0.00-0.15],[0.04-0.27]
Saguinus_imperator,Trachypithecus_francoisi,0.133,[0.00-0.05],[0.04-0.27]
Saguinus_midas,Trachypithecus_francoisi,0.133,[0.00-0.08],[0.04-0.27]
Saguinus_oedipus,Trachypithecus_francoisi,0.038,[0.11-0.24],[0.04-0.27]
Saimiri_sciureus,Trachypithecus_francoisi,0.056,[0.04-0.13],[0.04-0.27]
Sapajus_apella,Trachypithecus_francoisi,0.018,[0.02-0.25],[0.04-0.27]
Theropithecus_gelada,Trachypithecus_francoisi,0.114,[0.00-0.07],[0.04-0.27]
Trachypithecus_auratus,Trachypithecus_francoisi,0.096,[0.00-0.14],[0.04-0.27]
Trachypithecus_cristatus,Trachypithecus_francoisi,0.098,[0.00-0.13],[0.04-0.27]
Trachypithecus_francoisi,Trachypithecus_francoisi,0,[0.04-0.27],[0.04-0.27]
Varecia_rubra,Trachypithecus_francoisi,0.053,[0.10-0.29],[0.04-0.27]
Varecia_variegata,Trachypithecus_francoisi,0.077,[0.13-0.31],[0.04-0.27]
Alouatta_caraya,Varecia_rubra,0.061,[0.03-0.25],[0.10-0.29]
Ateles_geoffroyi,Varecia_rubra,0.116,[0.18-0.44],[0.10-0.29]
Callimico_goeldii,Varecia_rubra,0.031,[0.13-0.32],[0.10-0.29]
Callithrix_geoffroyi,Varecia_rubra,0.09,[0.02-0.22],[0.10-0.29]
Callithrix_jacchus,Varecia_rubra,0.162,[0.00-0.09],[0.10-0.29]
Cebuella_pygmaea,Varecia_rubra,0.089,[0.03-0.20],[0.10-0.29]
Cercopithecus_neglectus,Varecia_rubra,0.115,[0.01-0.19],[0.10-0.29]
Colobus_guereza,Varecia_rubra,0.083,[0.05-0.17],[0.10-0.29]
Eulemur_macaco,Varecia_rubra,0.114,[0.15-0.47],[0.10-0.29]
Galago_moholi,Varecia_rubra,0.093,[0.02-0.21],[0.10-0.29]
Galago_senegalensis,Varecia_rubra,0.171,[0.00-0.06],[0.10-0.29]
Gorilla_gorilla,Varecia_rubra,0.023,[0.12-0.31],[0.10-0.29]
Hylobates_lar,Varecia_rubra,0.027,[0.07-0.28],[0.10-0.29]
Lemur_catta,Varecia_rubra,0.031,[0.11-0.20],[0.10-0.29]
Leontopithecus_chrysomelas,Varecia_rubra,0.069,[0.04-0.22],[0.10-0.29]
Leontopithecus_rosalia,Varecia_rubra,0.064,[0.06-0.20],[0.10-0.29]
Macaca_fascicularis,Varecia_rubra,0.132,[0.00-0.14],[0.10-0.29]
Macaca_fuscata,Varecia_rubra,0.093,[0.02-0.19],[0.10-0.29]
Macaca_nigra,Varecia_rubra,0.159,[0.00-0.10],[0.10-0.29]
Macaca_silenus,Varecia_rubra,0.098,[0.03-0.16],[0.10-0.29]
Mandrillus_sphinx,Varecia_rubra,0.098,[0.02-0.18],[0.10-0.29]
Mico_argentatus,Varecia_rubra,0.136,[0.00-0.18],[0.10-0.29]
Microcebus_murinus,Varecia_rubra,0.059,[0.14-0.36],[0.10-0.29]
Nycticebus_coucang,Varecia_rubra,0.103,[0.01-0.22],[0.10-0.29]
Nycticebus_pygmaeus,Varecia_rubra,0.079,[0.15-0.39],[0.10-0.29]
Pan_troglodytes,Varecia_rubra,0.018,[0.10-0.25],[0.10-0.29]
Papio_hamadryas,Varecia_rubra,0.138,[0.01-0.10],[0.10-0.29]
Propithecus_coquereli,Varecia_rubra,0.026,[0.04-0.32],[0.10-0.29]
Saguinus_bicolor,Varecia_rubra,0.146,[0.00-0.15],[0.10-0.29]
Saguinus_imperator,Varecia_rubra,0.186,[0.00-0.05],[0.10-0.29]
Saguinus_midas,Varecia_rubra,0.186,[0.00-0.08],[0.10-0.29]
Saguinus_oedipus,Varecia_rubra,0.015,[0.11-0.24],[0.10-0.29]
Saimiri_sciureus,Varecia_rubra,0.109,[0.04-0.13],[0.10-0.29]
Sapajus_apella,Varecia_rubra,0.071,[0.02-0.25],[0.10-0.29]
Theropithecus_gelada,Varecia_rubra,0.167,[0.00-0.07],[0.10-0.29]
Trachypithecus_auratus,Varecia_rubra,0.149,[0.00-0.14],[0.10-0.29]
Trachypithecus_cristatus,Varecia_rubra,0.151,[0.00-0.13],[0.10-0.29]
Trachypithecus_francoisi,Varecia_rubra,0.053,[0.04-0.27],[0.10-0.29]
Varecia_rubra,Varecia_rubra,0,[0.10-0.29],[0.10-0.29]
Varecia_variegata,Varecia_rubra,0.024,[0.13-0.31],[0.10-0.29]
Alouatta_caraya,Varecia_variegata,0.086,[0.03-0.25],[0.13-0.31]
Ateles_geoffroyi,Varecia_variegata,0.092,[0.18-0.44],[0.13-0.31]
Callimico_goeldii,Varecia_variegata,0.007,[0.13-0.32],[0.13-0.31]
Callithrix_geoffroyi,Varecia_variegata,0.114,[0.02-0.22],[0.13-0.31]
Callithrix_jacchus,Varecia_variegata,0.186,[0.00-0.09],[0.13-0.31]
Cebuella_pygmaea,Varecia_variegata,0.113,[0.03-0.20],[0.13-0.31]
Cercopithecus_neglectus,Varecia_variegata,0.139,[0.01-0.19],[0.13-0.31]
Colobus_guereza,Varecia_variegata,0.107,[0.05-0.17],[0.13-0.31]
Eulemur_macaco,Varecia_variegata,0.089,[0.15-0.47],[0.13-0.31]
Galago_moholi,Varecia_variegata,0.117,[0.02-0.21],[0.13-0.31]
Galago_senegalensis,Varecia_variegata,0.195,[0.00-0.06],[0.13-0.31]
